"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"09/12/2016","706,00","706,00","706,00","706,00","","-1,43%"
"08/12/2016","716,25","716,25","716,25","716,25","","-0,80%"
"07/12/2016","722,00","722,00","722,00","722,00","","-1,94%"
"06/12/2016","736,25","736,25","736,25","736,25","","1,55%"
"05/12/2016","725,00","725,00","725,00","725,00","","3,53%"
"02/12/2016","700,25","700,25","700,25","700,25","","0,43%"
"01/12/2016","697,25","697,25","697,25","697,25","","1,05%"
"30/11/2016","690,00","690,00","690,00","690,00","","0,69%"
"29/11/2016","685,25","685,25","685,25","685,25","","-0,83%"
"28/11/2016","691,00","691,00","691,00","691,00","","1,39%"
"25/11/2016","681,50","681,50","681,50","681,50","","1,00%"
"24/11/2016","674,75","674,75","674,75","674,75","","1,31%"
"23/11/2016","666,00","666,00","666,00","666,00","","0,45%"
"22/11/2016","663,00","663,00","663,00","663,00","","0,26%"
"21/11/2016","661,25","661,25","661,25","661,25","","1,69%"
"18/11/2016","650,25","650,25","650,25","650,25","","-0,91%"
"17/11/2016","656,25","656,25","656,25","656,25","","-0,53%"
"16/11/2016","659,75","659,75","659,75","659,75","","-2,04%"
"15/11/2016","673,50","673,50","673,50","673,50","","2,12%"
"14/11/2016","659,50","659,50","659,50","659,50","","-5,01%"
"11/11/2016","694,25","694,25","694,25","694,25","","2,25%"
"10/11/2016","679,00","679,00","679,00","679,00","","0,44%"
"09/11/2016","676,00","676,00","676,00","676,00","","-0,48%"
"08/11/2016","679,25","679,25","679,25","679,25","","2,03%"
"07/11/2016","665,75","665,75","665,75","665,75","","1,52%"
"04/11/2016","655,75","655,75","655,75","655,75","","-1,61%"
"03/11/2016","666,50","666,50","666,50","666,50","","0,45%"
"02/11/2016","663,50","663,50","663,50","663,50","","1,41%"
"01/11/2016","654,25","654,25","654,25","654,25","","-0,68%"
"31/10/2016","658,75","658,75","658,75","658,75","","-0,87%"
"28/10/2016","664,50","664,50","664,50","664,50","","-0,30%"
"27/10/2016","666,50","666,50","666,50","666,50","","-0,63%"
"26/10/2016","670,75","670,75","670,75","670,75","","1,17%"
"25/10/2016","663,00","663,00","663,00","663,00","","-1,89%"
"24/10/2016","675,75","675,75","675,75","675,75","","2,62%"
"21/10/2016","658,50","658,50","658,50","658,50","","0,19%"
"20/10/2016","657,25","657,25","657,25","657,25","","0,19%"
"19/10/2016","656,00","656,00","656,00","656,00","","1,04%"
"18/10/2016","649,25","649,25","649,25","649,25","","-1,59%"
"17/10/2016","659,75","659,75","659,75","659,75","","5,01%"
"14/10/2016","628,25","628,25","628,25","628,25","","0,80%"
"13/10/2016","623,25","623,25","623,25","623,25","","-1,97%"
"12/10/2016","635,75","635,75","635,75","635,75","","0,08%"
"11/10/2016","635,25","635,25","635,25","635,25","","1,97%"
"10/10/2016","623,00","623,00","623,00","623,00","","-2,35%"
"07/10/2016","638,00","638,00","638,00","638,00","","-1,81%"
"06/10/2016","649,75","649,75","649,75","649,75","","-0,35%"
"05/10/2016","652,00","652,00","652,00","652,00","","-1,92%"
"04/10/2016","664,75","664,75","664,75","664,75","","-0,93%"
"30/09/2016","671,00","671,00","671,00","671,00","","0,19%"
"29/09/2016","669,75","669,75","669,75","669,75","","0,87%"
"28/09/2016","664,00","664,00","664,00","664,00","","-3,80%"
"27/09/2016","690,25","690,25","690,25","690,25","","-1,57%"
"26/09/2016","701,25","701,25","701,25","701,25","","0,86%"
"23/09/2016","695,25","695,25","695,25","695,25","","-1,80%"
"22/09/2016","708,00","708,00","708,00","708,00","","1,83%"
"21/09/2016","695,25","695,25","695,25","695,25","","-0,25%"
"20/09/2016","697,00","697,00","697,00","697,00","","1,83%"
"19/09/2016","684,50","684,50","684,50","684,50","","-1,93%"
"15/09/2016","698,00","698,00","698,00","698,00","","1,53%"
"14/09/2016","687,50","687,50","687,50","687,50","","-1,01%"
"13/09/2016","694,50","694,50","694,50","694,50","","-2,42%"
"09/09/2016","711,75","711,75","711,75","711,75","","0,18%"
"08/09/2016","710,50","710,50","710,50","710,50","","0,78%"
"07/09/2016","705,00","705,00","705,00","705,00","","-0,07%"
"06/09/2016","705,50","705,50","705,50","705,50","","-0,63%"
"05/09/2016","710,00","710,00","710,00","710,00","","2,56%"
"02/09/2016","692,25","692,25","692,25","692,25","","2,52%"
"01/09/2016","675,25","675,25","675,25","675,25","","-1,85%"
"30/08/2016","688,00","688,00","688,00","688,00","","-0,33%"
"29/08/2016","690,25","690,25","690,25","690,25","","-1,00%"
"26/08/2016","697,25","697,25","697,25","697,25","","0,00%"
"25/08/2016","697,25","697,25","697,25","697,25","","-0,99%"
"24/08/2016","704,25","704,25","704,25","704,25","","0,11%"
"23/08/2016","703,50","703,50","703,50","703,50","","0,46%"
"22/08/2016","700,25","700,25","700,25","700,25","","-1,34%"
"19/08/2016","709,75","709,75","709,75","709,75","","-0,07%"
"18/08/2016","710,25","710,25","710,25","710,25","","-1,42%"
"17/08/2016","720,50","720,50","720,50","720,50","","5,03%"
"16/08/2016","686,00","686,00","686,00","686,00","","5,58%"
"15/08/2016","649,75","649,75","649,75","649,75","","-0,15%"
"12/08/2016","650,75","650,75","650,75","650,75","","-0,19%"
"11/08/2016","652,00","652,00","652,00","652,00","","-0,91%"
"10/08/2016","658,00","658,00","658,00","658,00","","3,42%"
"09/08/2016","636,25","636,25","636,25","636,25","","0,75%"
"08/08/2016","631,50","631,50","631,50","631,50","","1,61%"
"05/08/2016","621,50","621,50","621,50","621,50","","0,32%"
"04/08/2016","619,50","619,50","619,50","619,50","","1,27%"
"03/08/2016","611,75","611,75","611,75","611,75","","3,55%"
"02/08/2016","590,75","590,75","590,75","590,75","","-0,04%"
"01/08/2016","591,00","591,00","591,00","591,00","","1,46%"
"29/07/2016","582,50","582,50","582,50","582,50","","1,22%"
"28/07/2016","575,50","575,50","575,50","575,50","","-0,30%"
"27/07/2016","577,25","577,25","577,25","577,25","","-0,22%"
"26/07/2016","578,50","578,50","578,50","578,50","","1,54%"
"25/07/2016","569,75","569,75","569,75","569,75","","-2,15%"
"22/07/2016","582,25","582,25","582,25","582,25","","-1,65%"
"21/07/2016","592,00","592,00","592,00","592,00","","-0,08%"
"20/07/2016","592,50","592,50","592,50","592,50","","0,81%"
"19/07/2016","587,75","587,75","587,75","587,75","","0,77%"
"18/07/2016","583,25","583,25","583,25","583,25","","1,00%"
"15/07/2016","577,50","577,50","577,50","577,50","","0,00%"
"14/07/2016","577,50","577,50","577,50","577,50","","-0,22%"
"13/07/2016","578,75","578,75","578,75","578,75","","1,49%"
"12/07/2016","570,25","570,25","570,25","570,25","","-1,77%"
"11/07/2016","580,50","580,50","580,50","580,50","","0,91%"
"08/07/2016","575,25","575,25","575,25","575,25","","-4,32%"
"05/07/2016","601,25","601,25","601,25","601,25","","-1,96%"
"04/07/2016","613,25","613,25","613,25","613,25","","1,91%"
"01/07/2016","601,75","601,75","601,75","601,75","","1,09%"
"30/06/2016","595,25","595,25","595,25","595,25","","0,93%"
"29/06/2016","589,75","589,75","589,75","589,75","","-1,50%"
"28/06/2016","598,75","598,75","598,75","598,75","","-0,58%"
"27/06/2016","602,25","602,25","602,25","602,25","","-0,29%"
"24/06/2016","604,00","604,00","604,00","604,00","","-1,55%"
"23/06/2016","613,50","613,50","613,50","613,50","","1,78%"
"21/06/2016","602,75","602,75","602,75","602,75","","0,25%"
"20/06/2016","601,25","601,25","601,25","601,25","","-0,78%"
"17/06/2016","606,00","606,00","606,00","606,00","","1,81%"
"16/06/2016","595,25","595,25","595,25","595,25","","-4,68%"
"15/06/2016","624,50","624,50","624,50","624,50","","1,75%"
"14/06/2016","613,75","613,75","613,75","613,75","","-2,31%"
"13/06/2016","628,25","628,25","628,25","628,25","","-2,56%"
"10/06/2016","644,75","644,75","644,75","644,75","","-0,96%"
"09/06/2016","651,00","651,00","651,00","651,00","","0,46%"
"08/06/2016","648,00","648,00","648,00","648,00","","-0,38%"
"07/06/2016","650,50","650,50","650,50","650,50","","-0,19%"
"06/06/2016","651,75","651,75","651,75","651,75","","0,81%"
"03/06/2016","646,50","646,50","646,50","646,50","","0,86%"
"02/06/2016","641,00","641,00","641,00","641,00","","1,22%"
"01/06/2016","633,25","633,25","633,25","633,25","","-0,78%"
"31/05/2016","638,25","638,25","638,25","638,25","","0,24%"
"30/05/2016","636,75","636,75","636,75","636,75","","0,47%"
"27/05/2016","633,75","633,75","633,75","633,75","","-1,21%"
"26/05/2016","641,50","641,50","641,50","641,50","","2,27%"
"25/05/2016","627,25","627,25","627,25","627,25","","1,83%"
"24/05/2016","616,00","616,00","616,00","616,00","","-0,16%"
"23/05/2016","617,00","617,00","617,00","617,00","","-1,52%"
"20/05/2016","626,50","626,50","626,50","626,50","","0,20%"
"19/05/2016","625,25","625,25","625,25","625,25","","-2,27%"
"18/05/2016","639,75","639,75","639,75","639,75","","-2,29%"
"17/05/2016","654,75","654,75","654,75","654,75","","0,50%"
"16/05/2016","651,50","651,50","651,50","651,50","","-1,62%"
"13/05/2016","662,25","662,25","662,25","662,25","","-0,34%"
"12/05/2016","664,50","664,50","664,50","664,50","","-0,30%"
"11/05/2016","666,50","666,50","666,50","666,50","","1,06%"
"10/05/2016","659,50","659,50","659,50","659,50","","-1,05%"
"09/05/2016","666,50","666,50","666,50","666,50","","1,06%"
"06/05/2016","659,50","659,50","659,50","659,50","","1,00%"
"05/05/2016","653,00","653,00","653,00","653,00","","0,23%"
"04/05/2016","651,50","651,50","651,50","651,50","","1,64%"
"03/05/2016","641,00","641,00","641,00","641,00","","-2,73%"
"29/04/2016","659,00","659,00","659,00","659,00","","-0,60%"
"28/04/2016","663,00","663,00","663,00","663,00","","-0,79%"
"27/04/2016","668,25","668,25","668,25","668,25","","-1,18%"
"26/04/2016","676,25","676,25","676,25","676,25","","0,30%"
"25/04/2016","674,25","674,25","674,25","674,25","","-1,86%"
"22/04/2016","687,00","687,00","687,00","687,00","","-1,58%"
"21/04/2016","698,00","698,00","698,00","698,00","","0,29%"
"20/04/2016","696,00","696,00","696,00","696,00","","1,35%"
"19/04/2016","686,75","686,75","686,75","686,75","","1,52%"
"18/04/2016","676,50","676,50","676,50","676,50","","0,11%"
"15/04/2016","675,75","675,75","675,75","675,75","","0,11%"
"14/04/2016","675,00","675,00","675,00","675,00","","-0,52%"
"13/04/2016","678,50","678,50","678,50","678,50","","0,89%"
"12/04/2016","672,50","672,50","672,50","672,50","","-0,66%"
"11/04/2016","677,00","677,00","677,00","677,00","","-0,18%"
"08/04/2016","678,25","678,25","678,25","678,25","","-0,88%"
"07/04/2016","684,25","684,25","684,25","684,25","","0,04%"
"06/04/2016","684,00","684,00","684,00","684,00","","-1,19%"
"05/04/2016","692,25","692,25","692,25","692,25","","-1,28%"
"04/04/2016","701,25","701,25","701,25","701,25","","0,43%"
"01/04/2016","698,25","698,25","698,25","698,25","","1,27%"
"31/03/2016","689,50","689,50","689,50","689,50","","0,58%"
"30/03/2016","685,50","685,50","685,50","685,50","","0,40%"
"29/03/2016","682,75","682,75","682,75","682,75","","1,30%"
"28/03/2016","674,00","674,00","674,00","674,00","","2,28%"
"25/03/2016","659,00","659,00","659,00","659,00","","1,46%"
"24/03/2016","649,50","649,50","649,50","649,50","","-1,70%"
"23/03/2016","660,75","660,75","660,75","660,75","","-0,15%"
"22/03/2016","661,75","661,75","661,75","661,75","","1,93%"
"21/03/2016","649,25","649,25","649,25","649,25","","-0,04%"
"18/03/2016","649,50","649,50","649,50","649,50","","0,85%"
"17/03/2016","644,00","644,00","644,00","644,00","","2,79%"
"16/03/2016","626,50","626,50","626,50","626,50","","1,91%"
"15/03/2016","614,75","614,75","614,75","614,75","","-0,24%"
"14/03/2016","616,25","616,25","616,25","616,25","","-1,16%"
"11/03/2016","623,50","623,50","623,50","623,50","","2,68%"
"10/03/2016","607,25","607,25","607,25","607,25","","-0,37%"
"09/03/2016","609,50","609,50","609,50","609,50","","0,49%"
"08/03/2016","606,50","606,50","606,50","606,50","","-0,41%"
"07/03/2016","609,00","609,00","609,00","609,00","","1,84%"
"04/03/2016","598,00","598,00","598,00","598,00","","0,97%"
"03/03/2016","592,25","592,25","592,25","592,25","","0,77%"
"02/03/2016","587,75","587,75","587,75","587,75","","-0,89%"
"01/03/2016","593,00","593,00","593,00","593,00","","0,59%"
"29/02/2016","589,50","589,50","589,50","589,50","","0,86%"
"26/02/2016","584,50","584,50","584,50","584,50","","-0,21%"
"25/02/2016","585,75","585,75","585,75","585,75","","0,43%"
"24/02/2016","583,25","583,25","583,25","583,25","","-1,48%"
"23/02/2016","592,00","592,00","592,00","592,00","","-0,71%"
"22/02/2016","596,25","596,25","596,25","596,25","","-0,54%"
"19/02/2016","599,50","599,50","599,50","599,50","","-0,87%"
"18/02/2016","604,75","604,75","604,75","604,75","","0,21%"
"17/02/2016","603,50","603,50","603,50","603,50","","-0,78%"
"16/02/2016","608,25","608,25","608,25","608,25","","0,66%"
"15/02/2016","604,25","604,25","604,25","604,25","","-1,10%"
"12/02/2016","611,00","611,00","611,00","611,00","","1,71%"
"11/02/2016","600,75","600,75","600,75","600,75","","-0,50%"
"10/02/2016","603,75","603,75","603,75","603,75","","0,50%"
"05/02/2016","600,75","600,75","600,75","600,75","","1,69%"
"04/02/2016","590,75","590,75","590,75","590,75","","1,59%"
"03/02/2016","581,50","581,50","581,50","581,50","","0,61%"
"02/02/2016","578,00","578,00","578,00","578,00","","2,21%"
"29/01/2016","565,50","565,50","565,50","565,50","","-0,35%"
"28/01/2016","567,50","567,50","567,50","567,50","","0,18%"
"27/01/2016","566,50","566,50","566,50","566,50","","1,84%"
"26/01/2016","556,25","556,25","556,25","556,25","","0,41%"
"22/01/2016","554,00","554,00","554,00","554,00","","3,36%"
"21/01/2016","536,00","536,00","536,00","536,00","","-0,09%"
"20/01/2016","536,50","536,50","536,50","536,50","","-1,29%"
"19/01/2016","543,50","543,50","543,50","543,50","","1,64%"
"18/01/2016","534,75","534,75","534,75","534,75","","4,85%"
"15/01/2016","510,00","510,00","510,00","510,00","","-1,02%"
"14/01/2016","515,25","515,25","515,25","515,25","","-0,19%"
"13/01/2016","516,25","516,25","516,25","516,25","","2,28%"
"12/01/2016","504,75","504,75","504,75","504,75","","-1,37%"
"11/01/2016","511,75","511,75","511,75","511,75","","-0,87%"
"08/01/2016","516,25","516,25","516,25","516,25","","0,68%"
"07/01/2016","512,75","512,75","512,75","512,75","","-0,73%"
"06/01/2016","516,50","516,50","516,50","516,50","","-1,43%"
"05/01/2016","524,00","524,00","524,00","524,00","","-0,47%"
"04/01/2016","526,50","526,50","526,50","526,50","","-5,73%"
"31/12/2015","558,50","558,50","558,50","558,50","","4,59%"
"30/12/2015","534,00","534,00","534,00","534,00","","0,19%"
"29/12/2015","533,00","533,00","533,00","533,00","","1,91%"
"28/12/2015","523,00","523,00","523,00","523,00","","-1,74%"
"23/12/2015","532,25","532,25","532,25","532,25","","-0,05%"
"22/12/2015","532,50","532,50","532,50","532,50","","0,85%"
"21/12/2015","528,00","528,00","528,00","528,00","","1,29%"
"18/12/2015","521,25","521,25","521,25","521,25","","1,56%"
"17/12/2015","513,25","513,25","513,25","513,25","","-0,19%"
"16/12/2015","514,25","514,25","514,25","514,25","","1,03%"
"15/12/2015","509,00","509,00","509,00","509,00","","0,69%"
"14/12/2015","505,50","505,50","505,50","505,50","","-2,37%"
"11/12/2015","517,75","517,75","517,75","517,75","","2,17%"
"10/12/2015","506,75","506,75","506,75","506,75","","-0,73%"
"09/12/2015","510,50","510,50","510,50","510,50","","-1,11%"
"08/12/2015","516,25","516,25","516,25","516,25","","-3,46%"
"07/12/2015","534,75","534,75","534,75","534,75","","3,18%"
"04/12/2015","518,25","518,25","518,25","518,25","","0,24%"
"03/12/2015","517,00","517,00","517,00","517,00","","2,22%"
"02/12/2015","505,75","505,75","505,75","505,75","","-0,20%"
"01/12/2015","506,75","506,75","506,75","506,75","","1,00%"
"30/11/2015","501,75","501,75","501,75","501,75","","-0,99%"
"27/11/2015","506,75","506,75","506,75","506,75","","0,20%"
"26/11/2015","505,75","505,75","505,75","505,75","","1,86%"
"25/11/2015","496,50","496,50","496,50","496,50","","-0,85%"
"24/11/2015","500,75","500,75","500,75","500,75","","0,55%"
"23/11/2015","498,00","498,00","498,00","498,00","","-1,14%"
"20/11/2015","503,75","503,75","503,75","503,75","","2,23%"
"19/11/2015","492,75","492,75","492,75","492,75","","-0,20%"
"18/11/2015","493,75","493,75","493,75","493,75","","1,54%"
"17/11/2015","486,25","486,25","486,25","486,25","","-0,05%"
"16/11/2015","486,50","486,50","486,50","486,50","","-2,60%"
"13/11/2015","499,50","499,50","499,50","499,50","","0,00%"
"12/11/2015","499,50","499,50","499,50","499,50","","-0,10%"
"11/11/2015","500,00","500,00","500,00","500,00","","-2,20%"
"09/11/2015","511,25","511,25","511,25","511,25","","0,49%"
"06/11/2015","508,75","508,75","508,75","508,75","","-1,79%"
"05/11/2015","518,00","518,00","518,00","518,00","","-1,57%"
"04/11/2015","526,25","526,25","526,25","526,25","","2,13%"
"03/11/2015","515,25","515,25","515,25","515,25","","-0,63%"
"02/11/2015","518,50","518,50","518,50","518,50","","-0,48%"
"30/10/2015","521,00","521,00","521,00","521,00","","-0,57%"
"29/10/2015","524,00","524,00","524,00","524,00","","-0,57%"
"28/10/2015","527,00","527,00","527,00","527,00","","0,19%"
"27/10/2015","526,00","526,00","526,00","526,00","","0,62%"
"26/10/2015","522,75","522,75","522,75","522,75","","-1,78%"
"23/10/2015","532,25","532,25","532,25","532,25","","-0,70%"
"22/10/2015","536,00","536,00","536,00","536,00","","0,00%"
"21/10/2015","536,00","536,00","536,00","536,00","","1,04%"
"20/10/2015","530,50","530,50","530,50","530,50","","0,95%"
"19/10/2015","525,50","525,50","525,50","525,50","","-1,73%"
"16/10/2015","534,75","534,75","534,75","534,75","","-0,09%"
"15/10/2015","535,25","535,25","535,25","535,25","","-1,34%"
"13/10/2015","542,50","542,50","542,50","542,50","","1,69%"
"12/10/2015","533,50","533,50","533,50","533,50","","1,76%"
"09/10/2015","524,25","524,25","524,25","524,25","","-0,10%"
"08/10/2015","524,75","524,75","524,75","524,75","","-2,51%"
"07/10/2015","538,25","538,25","538,25","538,25","","1,51%"
"06/10/2015","530,25","530,25","530,25","530,25","","-1,81%"
"05/10/2015","540,00","540,00","540,00","540,00","","2,76%"
"02/10/2015","525,50","525,50","525,50","525,50","","-1,31%"
"01/10/2015","532,50","532,50","532,50","532,50","","1,53%"
"30/09/2015","524,50","524,50","524,50","524,50","","-2,42%"
"29/09/2015","537,50","537,50","537,50","537,50","","2,28%"
"28/09/2015","525,50","525,50","525,50","525,50","","1,99%"
"25/09/2015","515,25","515,25","515,25","515,25","","3,83%"
"23/09/2015","496,25","496,25","496,25","496,25","","0,76%"
"22/09/2015","492,50","492,50","492,50","492,50","","0,66%"
"21/09/2015","489,25","489,25","489,25","489,25","","1,19%"
"18/09/2015","483,50","483,50","483,50","483,50","","0,16%"
"17/09/2015","482,75","482,75","482,75","482,75","","1,90%"
"15/09/2015","473,75","473,75","473,75","473,75","","-1,86%"
"14/09/2015","482,75","482,75","482,75","482,75","","2,60%"
"11/09/2015","470,50","470,50","470,50","470,50","","-0,74%"
"10/09/2015","474,00","474,00","474,00","474,00","","1,99%"
"09/09/2015","464,75","464,75","464,75","464,75","","1,14%"
"08/09/2015","459,50","459,50","459,50","459,50","","1,77%"
"07/09/2015","451,50","451,50","451,50","451,50","","-1,63%"
"04/09/2015","459,00","459,00","459,00","459,00","","-0,49%"
"03/09/2015","461,25","461,25","461,25","461,25","","0,99%"
"02/09/2015","456,75","456,75","456,75","456,75","","-2,40%"
"01/09/2015","468,00","468,00","468,00","468,00","","1,96%"
"28/08/2015","459,00","459,00","459,00","459,00","","3,96%"
"27/08/2015","441,50","441,50","441,50","441,50","","4,31%"
"26/08/2015","423,25","423,25","423,25","423,25","","-2,53%"
"25/08/2015","434,25","434,25","434,25","434,25","","0,40%"
"24/08/2015","432,50","432,50","432,50","432,50","","-5,46%"
"21/08/2015","457,50","457,50","457,50","457,50","","-2,24%"
"20/08/2015","468,00","468,00","468,00","468,00","","-2,55%"
"19/08/2015","480,25","480,25","480,25","480,25","","-1,74%"
"18/08/2015","488,75","488,75","488,75","488,75","","0,41%"
"17/08/2015","486,75","486,75","486,75","486,75","","-2,31%"
"14/08/2015","498,25","498,25","498,25","498,25","","0,66%"
"13/08/2015","495,00","495,00","495,00","495,00","","1,49%"
"12/08/2015","487,75","487,75","487,75","487,75","","-4,17%"
"11/08/2015","509,00","509,00","509,00","509,00","","-0,54%"
"10/08/2015","511,75","511,75","511,75","511,75","","-1,16%"
"07/08/2015","517,75","517,75","517,75","517,75","","-0,72%"
"06/08/2015","521,50","521,50","521,50","521,50","","-0,52%"
"05/08/2015","524,25","524,25","524,25","524,25","","-1,69%"
"04/08/2015","533,25","533,25","533,25","533,25","","-0,05%"
"03/08/2015","533,50","533,50","533,50","533,50","","-3,79%"
"31/07/2015","554,50","554,50","554,50","554,50","","-0,40%"
"30/07/2015","556,75","556,75","556,75","556,75","","0,13%"
"29/07/2015","556,00","556,00","556,00","556,00","","-0,80%"
"28/07/2015","560,50","560,50","560,50","560,50","","-0,31%"
"27/07/2015","562,25","562,25","562,25","562,25","","-1,75%"
"24/07/2015","572,25","572,25","572,25","572,25","","-0,56%"
"23/07/2015","575,50","575,50","575,50","575,50","","-0,99%"
"22/07/2015","581,25","581,25","581,25","581,25","","-0,26%"
"21/07/2015","582,75","582,75","582,75","582,75","","1,44%"
"20/07/2015","574,50","574,50","574,50","574,50","","-0,04%"
"16/07/2015","574,75","574,75","574,75","574,75","","-0,30%"
"15/07/2015","576,50","576,50","576,50","576,50","","-0,17%"
"14/07/2015","577,50","577,50","577,50","577,50","","0,17%"
"13/07/2015","576,50","576,50","576,50","576,50","","-0,13%"
"10/07/2015","577,25","577,25","577,25","577,25","","0,52%"
"09/07/2015","574,25","574,25","574,25","574,25","","1,95%"
"08/07/2015","563,25","563,25","563,25","563,25","","-2,55%"
"07/07/2015","578,00","578,00","578,00","578,00","","-1,24%"
"06/07/2015","585,25","585,25","585,25","585,25","","-2,30%"
"03/07/2015","599,00","599,00","599,00","599,00","","0,17%"
"02/07/2015","598,00","598,00","598,00","598,00","","-0,83%"
"01/07/2015","603,00","603,00","603,00","603,00","","2,33%"
"30/06/2015","589,25","589,25","589,25","589,25","","-2,12%"
"29/06/2015","602,00","602,00","602,00","602,00","","-0,41%"
"26/06/2015","604,50","604,50","604,50","604,50","","0,54%"
"25/06/2015","601,25","601,25","601,25","601,25","","-0,08%"
"24/06/2015","601,75","601,75","601,75","601,75","","1,78%"
"23/06/2015","591,25","591,25","591,25","591,25","","0,04%"
"22/06/2015","591,00","591,00","591,00","591,00","","-0,88%"
"19/06/2015","596,25","596,25","596,25","596,25","","-0,75%"
"18/06/2015","600,75","600,75","600,75","600,75","","-1,31%"
"17/06/2015","608,75","608,75","608,75","608,75","","-0,25%"
"16/06/2015","610,25","610,25","610,25","610,25","","0,70%"
"15/06/2015","606,00","606,00","606,00","606,00","","1,08%"
"12/06/2015","599,50","599,50","599,50","599,50","","-1,32%"
"11/06/2015","607,50","607,50","607,50","607,50","","-0,45%"
"10/06/2015","610,25","610,25","610,25","610,25","","-0,65%"
"09/06/2015","614,25","614,25","614,25","614,25","","-0,24%"
"08/06/2015","615,75","615,75","615,75","615,75","","-1,28%"
"05/06/2015","623,75","623,75","623,75","623,75","","0,56%"
"04/06/2015","620,25","620,25","620,25","620,25","","0,85%"
"03/06/2015","615,00","615,00","615,00","615,00","","-0,73%"
"02/06/2015","619,50","619,50","619,50","619,50","","0,53%"
"01/06/2015","616,25","616,25","616,25","616,25","","4,14%"
"29/05/2015","591,75","591,75","591,75","591,75","","-0,71%"
"28/05/2015","596,00","596,00","596,00","596,00","","1,06%"
"27/05/2015","589,75","589,75","589,75","589,75","","-1,21%"
"26/05/2015","597,00","597,00","597,00","597,00","","0,97%"
"25/05/2015","591,25","591,25","591,25","591,25","","-0,55%"
"22/05/2015","594,50","594,50","594,50","594,50","","-0,59%"
"21/05/2015","598,00","598,00","598,00","598,00","","0,59%"
"20/05/2015","594,50","594,50","594,50","594,50","","-1,41%"
"19/05/2015","603,00","603,00","603,00","603,00","","-1,67%"
"18/05/2015","613,25","613,25","613,25","613,25","","0,41%"
"15/05/2015","610,75","610,75","610,75","610,75","","-0,53%"
"14/05/2015","614,00","614,00","614,00","614,00","","0,86%"
"13/05/2015","608,75","608,75","608,75","608,75","","-0,16%"
"12/05/2015","609,75","609,75","609,75","609,75","","0,83%"
"11/05/2015","604,75","604,75","604,75","604,75","","1,38%"
"08/05/2015","596,50","596,50","596,50","596,50","","-0,58%"
"07/05/2015","600,00","600,00","600,00","600,00","","-1,15%"
"06/05/2015","607,00","607,00","607,00","607,00","","2,58%"
"05/05/2015","591,75","591,75","591,75","591,75","","1,81%"
"30/04/2015","581,25","581,25","581,25","581,25","","-0,43%"
"29/04/2015","583,75","583,75","583,75","583,75","","-1,02%"
"28/04/2015","589,75","589,75","589,75","589,75","","-0,80%"
"27/04/2015","594,50","594,50","594,50","594,50","","-1,74%"
"24/04/2015","605,00","605,00","605,00","605,00","","0,96%"
"23/04/2015","599,25","599,25","599,25","599,25","","-0,66%"
"22/04/2015","603,25","603,25","603,25","603,25","","-0,41%"
"21/04/2015","605,75","605,75","605,75","605,75","","0,17%"
"20/04/2015","604,75","604,75","604,75","604,75","","0,42%"
"17/04/2015","602,25","602,25","602,25","602,25","","1,39%"
"16/04/2015","594,00","594,00","594,00","594,00","","2,77%"
"15/04/2015","578,00","578,00","578,00","578,00","","-0,43%"
"14/04/2015","580,50","580,50","580,50","580,50","","1,35%"
"13/04/2015","572,75","572,75","572,75","572,75","","-0,91%"
"10/04/2015","578,00","578,00","578,00","578,00","","-0,43%"
"09/04/2015","580,50","580,50","580,50","580,50","","-2,15%"
"08/04/2015","593,25","593,25","593,25","593,25","","-1,66%"
"07/04/2015","603,25","603,25","603,25","603,25","","-1,47%"
"06/04/2015","612,25","612,25","612,25","612,25","","3,16%"
"03/04/2015","593,50","593,50","593,50","593,50","","1,11%"
"02/04/2015","587,00","587,00","587,00","587,00","","1,38%"
"01/04/2015","579,00","579,00","579,00","579,00","","0,39%"
"31/03/2015","576,75","576,75","576,75","576,75","","-0,73%"
"30/03/2015","581,00","581,00","581,00","581,00","","-0,47%"
"27/03/2015","583,75","583,75","583,75","583,75","","-1,68%"
"26/03/2015","593,75","593,75","593,75","593,75","","0,76%"
"25/03/2015","589,25","589,25","589,25","589,25","","-0,67%"
"24/03/2015","593,25","593,25","593,25","593,25","","0,21%"
"23/03/2015","592,00","592,00","592,00","592,00","","1,76%"
"20/03/2015","581,75","581,75","581,75","581,75","","-2,47%"
"19/03/2015","596,50","596,50","596,50","596,50","","0,76%"
"18/03/2015","592,00","592,00","592,00","592,00","","1,85%"
"17/03/2015","581,25","581,25","581,25","581,25","","-2,52%"
"16/03/2015","596,25","596,25","596,25","596,25","","-2,77%"
"13/03/2015","613,25","613,25","613,25","613,25","","0,66%"
"12/03/2015","609,25","609,25","609,25","609,25","","-1,46%"
"11/03/2015","618,25","618,25","618,25","618,25","","2,23%"
"10/03/2015","604,75","604,75","604,75","604,75","","-2,46%"
"09/03/2015","620,00","620,00","620,00","620,00","","-2,02%"
"06/03/2015","632,75","632,75","632,75","632,75","","-1,79%"
"05/03/2015","644,25","644,25","644,25","644,25","","-1,23%"
"04/03/2015","652,25","652,25","652,25","652,25","","-0,99%"
"03/03/2015","658,75","658,75","658,75","658,75","","-0,30%"
"02/03/2015","660,75","660,75","660,75","660,75","","2,60%"
